user_id,product_id,action,timestamp,behavior_score,category,session_id
245,717,view,2024-03-22 15:57:00,0.2,Toys,sess_245_20240322
156,850,search,2024-03-22 16:06:00,0.3,Home,sess_156_20240322
454,40,click,2024-03-22 16:12:00,0.4,Toys,sess_454_20240322
351,188,click,2024-03-22 16:13:00,0.4,Garden,sess_351_20240322
260,936,click,2024-03-22 16:30:00,0.4,Books,sess_260_20240322
428,711,purchase,2024-03-22 16:40:00,1.0,Electronics,sess_428_20240322
285,61,click,2024-03-22 16:45:00,0.4,Beauty,sess_285_20240322
375,685,click,2024-03-22 16:46:00,0.4,Sports,sess_375_20240322
168,161,wishlist,2024-03-22 16:52:00,0.5,Fashion,sess_168_20240322
213,96,review,2024-03-22 16:52:00,0.6,Sports,sess_213_20240322
111,446,add_to_cart,2024-03-22 17:02:00,0.7,Garden,sess_111_20240322
259,114,view,2024-03-22 17:12:00,0.2,Sports,sess_259_20240322
193,974,share,2024-03-22 17:26:00,0.5,Books,sess_193_20240322
274,760,share,2024-03-22 18:24:00,0.5,Books,sess_274_20240322
487,89,review,2024-03-22 18:32:00,0.6,Home,sess_487_20240322
126,402,review,2024-03-22 18:33:00,0.6,Fashion,sess_126_20240322
458,813,click,2024-03-22 18:37:00,0.4,Garden,sess_458_20240322
391,569,add_to_cart,2024-03-22 19:20:00,0.7,Fashion,sess_391_20240322
146,356,review,2024-03-22 19:35:00,0.6,Beauty,sess_146_20240322
317,812,purchase,2024-03-22 19:48:00,1.0,Books,sess_317_20240322
241,829,wishlist,2024-03-22 19:54:00,0.5,Toys,sess_241_20240322
7,786,purchase,2024-03-22 19:56:00,1.0,Electronics,sess_7_20240322
454,857,share,2024-03-22 19:59:00,0.5,Books,sess_454_20240322
191,614,view,2024-03-22 20:04:00,0.2,Toys,sess_191_20240322
473,49,add_to_cart,2024-03-22 20:12:00,0.7,Automotive,sess_473_20240322
378,47,add_to_cart,2024-03-22 20:49:00,0.7,Home,sess_378_20240322
245,889,add_to_cart,2024-03-22 21:00:00,0.7,Clothing,sess_245_20240322
7,677,add_to_cart,2024-03-22 21:00:00,0.7,Garden,sess_7_20240322
80,146,purchase,2024-03-22 21:00:00,1.0,Automotive,sess_80_20240322
131,564,click,2024-03-22 21:12:00,0.4,Books,sess_131_20240322
278,173,search,2024-03-22 21:46:00,0.3,Books,sess_278_20240322
489,390,view,2024-03-22 21:52:00,0.2,Fashion,sess_489_20240322
403,67,click,2024-03-22 21:56:00,0.4,Electronics,sess_403_20240322
251,816,share,2024-03-22 22:10:00,0.5,Automotive,sess_251_20240322
440,255,purchase,2024-03-22 22:12:00,1.0,Fashion,sess_440_20240322
464,601,wishlist,2024-03-22 22:13:00,0.5,Beauty,sess_464_20240322
134,311,purchase,2024-03-22 22:21:00,1.0,Electronics,sess_134_20240322
411,353,add_to_cart,2024-03-22 22:30:00,0.7,Home,sess_411_20240322
94,515,click,2024-03-22 22:34:00,0.4,Garden,sess_94_20240322
22,160,search,2024-03-22 22:35:00,0.3,Sports,sess_22_20240322
372,950,add_to_cart,2024-03-22 22:51:00,0.7,Books,sess_372_20240322
465,208,add_to_cart,2024-03-22 22:59:00,0.7,Toys,sess_465_20240322
96,112,search,2024-03-22 23:02:00,0.3,Toys,sess_96_20240322
133,760,click,2024-03-22 23:05:00,0.4,Automotive,sess_133_20240322
330,803,view,2024-03-22 23:11:00,0.2,Garden,sess_330_20240322
292,81,add_to_cart,2024-03-22 23:21:00,0.7,Beauty,sess_292_20240322
460,934,click,2024-03-22 23:27:00,0.4,Beauty,sess_460_20240322
211,309,review,2024-03-22 23:34:00,0.6,Clothing,sess_211_20240322
50,879,search,2024-03-22 23:39:00,0.3,Home,sess_50_20240322
466,435,click,2024-03-22 23:45:00,0.4,Toys,sess_466_20240322
274,505,purchase,2024-03-23 00:13:00,1.0,Toys,sess_274_20240323
116,207,add_to_cart,2024-03-23 00:19:00,0.7,Toys,sess_116_20240323
469,520,add_to_cart,2024-03-23 00:22:00,0.7,Home,sess_469_20240323
285,936,share,2024-03-23 00:37:00,0.5,Beauty,sess_285_20240323
296,681,wishlist,2024-03-23 00:39:00,0.5,Books,sess_296_20240323
311,873,search,2024-03-23 00:49:00,0.3,Books,sess_311_20240323
218,346,search,2024-03-23 01:06:00,0.3,Electronics,sess_218_20240323
298,716,wishlist,2024-03-23 01:11:00,0.5,Home,sess_298_20240323
348,574,add_to_cart,2024-03-23 01:21:00,0.7,Clothing,sess_348_20240323
351,132,view,2024-03-23 01:41:00,0.2,Beauty,sess_351_20240323
102,211,share,2024-03-23 02:03:00,0.5,Automotive,sess_102_20240323
132,343,purchase,2024-03-23 02:04:00,1.0,Sports,sess_132_20240323
376,855,add_to_cart,2024-03-23 02:13:00,0.7,Garden,sess_376_20240323
160,411,add_to_cart,2024-03-23 02:23:00,0.7,Sports,sess_160_20240323
195,647,purchase,2024-03-23 02:25:00,1.0,Sports,sess_195_20240323
308,422,purchase,2024-03-23 02:43:00,1.0,Electronics,sess_308_20240323
121,716,review,2024-03-23 02:59:00,0.6,Garden,sess_121_20240323
403,211,purchase,2024-03-23 03:09:00,1.0,Automotive,sess_403_20240323
401,375,share,2024-03-23 03:21:00,0.5,Electronics,sess_401_20240323
33,737,review,2024-03-23 04:01:00,0.6,Garden,sess_33_20240323
288,496,share,2024-03-23 04:08:00,0.5,Fashion,sess_288_20240323
299,424,click,2024-03-23 04:36:00,0.4,Beauty,sess_299_20240323
129,142,wishlist,2024-03-23 04:45:00,0.5,Fashion,sess_129_20240323
130,249,view,2024-03-23 04:53:00,0.2,Books,sess_130_20240323
382,697,add_to_cart,2024-03-23 05:06:00,0.7,Toys,sess_382_20240323
269,682,search,2024-03-23 05:16:00,0.3,Automotive,sess_269_20240323
491,77,purchase,2024-03-23 05:24:00,1.0,Home,sess_491_20240323
476,952,wishlist,2024-03-23 05:50:00,0.5,Toys,sess_476_20240323
460,267,share,2024-03-23 05:50:00,0.5,Clothing,sess_460_20240323
368,719,purchase,2024-03-23 05:54:00,1.0,Garden,sess_368_20240323
346,326,share,2024-03-23 05:59:00,0.5,Toys,sess_346_20240323
130,509,view,2024-03-23 06:01:00,0.2,Home,sess_130_20240323
70,415,share,2024-03-23 06:06:00,0.5,Automotive,sess_70_20240323
8,514,view,2024-03-23 06:10:00,0.2,Sports,sess_8_20240323
399,919,purchase,2024-03-23 06:52:00,1.0,Home,sess_399_20240323
403,720,share,2024-03-23 06:58:00,0.5,Toys,sess_403_20240323
75,13,search,2024-03-23 07:02:00,0.3,Home,sess_75_20240323
276,84,click,2024-03-23 07:04:00,0.4,Beauty,sess_276_20240323
91,476,wishlist,2024-03-23 07:13:00,0.5,Clothing,sess_91_20240323
215,490,click,2024-03-23 07:30:00,0.4,Toys,sess_215_20240323
488,825,click,2024-03-23 07:39:00,0.4,Garden,sess_488_20240323
130,557,click,2024-03-23 07:48:00,0.4,Clothing,sess_130_20240323
276,976,share,2024-03-23 07:56:00,0.5,Beauty,sess_276_20240323
129,773,share,2024-03-23 07:57:00,0.5,Automotive,sess_129_20240323
454,252,share,2024-03-23 08:10:00,0.5,Sports,sess_454_20240323
225,829,review,2024-03-23 08:14:00,0.6,Automotive,sess_225_20240323
62,238,purchase,2024-03-23 08:24:00,1.0,Clothing,sess_62_20240323
402,749,review,2024-03-23 08:26:00,0.6,Home,sess_402_20240323
249,689,click,2024-03-23 08:55:00,0.4,Electronics,sess_249_20240323
422,2,share,2024-03-23 08:55:00,0.5,Clothing,sess_422_20240323
326,350,click,2024-03-23 09:12:00,0.4,Sports,sess_326_20240323
236,752,review,2024-03-23 09:23:00,0.6,Garden,sess_236_20240323
106,763,click,2024-03-23 09:31:00,0.4,Home,sess_106_20240323
15,291,review,2024-03-23 09:45:00,0.6,Clothing,sess_15_20240323
183,7,review,2024-03-23 09:50:00,0.6,Sports,sess_183_20240323
398,466,share,2024-03-23 09:58:00,0.5,Clothing,sess_398_20240323
300,66,purchase,2024-03-23 10:03:00,1.0,Books,sess_300_20240323
213,166,share,2024-03-23 10:05:00,0.5,Home,sess_213_20240323
185,760,wishlist,2024-03-23 10:15:00,0.5,Automotive,sess_185_20240323
285,818,click,2024-03-23 10:22:00,0.4,Garden,sess_285_20240323
500,352,wishlist,2024-03-23 10:59:00,0.5,Garden,sess_500_20240323
102,752,wishlist,2024-03-23 11:00:00,0.5,Beauty,sess_102_20240323
62,991,purchase,2024-03-23 11:14:00,1.0,Books,sess_62_20240323
365,550,add_to_cart,2024-03-23 11:14:00,0.7,Fashion,sess_365_20240323
183,770,search,2024-03-23 11:32:00,0.3,Toys,sess_183_20240323
34,891,review,2024-03-23 11:34:00,0.6,Clothing,sess_34_20240323
336,807,click,2024-03-23 11:37:00,0.4,Sports,sess_336_20240323
320,831,view,2024-03-23 11:41:00,0.2,Sports,sess_320_20240323
267,719,wishlist,2024-03-23 12:03:00,0.5,Automotive,sess_267_20240323
439,98,click,2024-03-23 12:16:00,0.4,Electronics,sess_439_20240323
109,293,review,2024-03-23 12:17:00,0.6,Fashion,sess_109_20240323
211,194,view,2024-03-23 12:32:00,0.2,Automotive,sess_211_20240323
94,408,purchase,2024-03-23 12:36:00,1.0,Books,sess_94_20240323
292,470,view,2024-03-23 12:40:00,0.2,Clothing,sess_292_20240323
185,994,search,2024-03-23 12:42:00,0.3,Garden,sess_185_20240323
133,956,purchase,2024-03-23 12:46:00,1.0,Beauty,sess_133_20240323
388,681,share,2024-03-23 12:48:00,0.5,Home,sess_388_20240323
20,854,share,2024-03-23 12:56:00,0.5,Books,sess_20_20240323
108,572,wishlist,2024-03-23 12:56:00,0.5,Toys,sess_108_20240323
386,540,review,2024-03-23 13:09:00,0.6,Automotive,sess_386_20240323
380,567,purchase,2024-03-23 13:22:00,1.0,Clothing,sess_380_20240323
115,266,click,2024-03-23 13:47:00,0.4,Fashion,sess_115_20240323
126,336,search,2024-03-23 14:03:00,0.3,Beauty,sess_126_20240323
185,639,share,2024-03-23 14:06:00,0.5,Electronics,sess_185_20240323
159,812,add_to_cart,2024-03-23 14:16:00,0.7,Sports,sess_159_20240323
211,888,view,2024-03-23 14:22:00,0.2,Home,sess_211_20240323
73,928,review,2024-03-23 14:51:00,0.6,Toys,sess_73_20240323
454,641,click,2024-03-23 14:58:00,0.4,Home,sess_454_20240323
464,718,click,2024-03-23 15:07:00,0.4,Beauty,sess_464_20240323
436,217,search,2024-03-23 15:23:00,0.3,Books,sess_436_20240323
95,729,click,2024-03-23 15:45:00,0.4,Books,sess_95_20240323
212,530,click,2024-03-23 15:46:00,0.4,Home,sess_212_20240323
115,907,add_to_cart,2024-03-23 16:02:00,0.7,Fashion,sess_115_20240323
32,942,review,2024-03-23 16:05:00,0.6,Electronics,sess_32_20240323
173,429,click,2024-03-23 16:06:00,0.4,Clothing,sess_173_20240323
115,49,wishlist,2024-03-23 16:06:00,0.5,Beauty,sess_115_20240323
209,260,share,2024-03-23 16:12:00,0.5,Home,sess_209_20240323
470,154,click,2024-03-23 16:14:00,0.4,Home,sess_470_20240323
257,890,search,2024-03-23 17:01:00,0.3,Automotive,sess_257_20240323
474,298,view,2024-03-23 17:12:00,0.2,Home,sess_474_20240323
307,155,wishlist,2024-03-23 17:17:00,0.5,Clothing,sess_307_20240323
103,61,add_to_cart,2024-03-23 17:18:00,0.7,Home,sess_103_20240323
81,849,purchase,2024-03-23 17:25:00,1.0,Garden,sess_81_20240323
14,109,purchase,2024-03-23 17:26:00,1.0,Sports,sess_14_20240323
494,893,purchase,2024-03-23 17:29:00,1.0,Home,sess_494_20240323
429,549,wishlist,2024-03-23 17:32:00,0.5,Fashion,sess_429_20240323
230,444,wishlist,2024-03-23 17:35:00,0.5,Electronics,sess_230_20240323
229,827,view,2024-03-23 18:11:00,0.2,Clothing,sess_229_20240323
439,911,click,2024-03-23 18:41:00,0.4,Toys,sess_439_20240323
279,922,search,2024-03-23 18:44:00,0.3,Electronics,sess_279_20240323
267,814,purchase,2024-03-23 18:47:00,1.0,Clothing,sess_267_20240323
24,429,review,2024-03-23 19:11:00,0.6,Sports,sess_24_20240323
90,275,add_to_cart,2024-03-23 19:41:00,0.7,Home,sess_90_20240323
144,974,purchase,2024-03-23 19:47:00,1.0,Sports,sess_144_20240323
186,530,view,2024-03-23 20:34:00,0.2,Home,sess_186_20240323
330,206,search,2024-03-23 20:37:00,0.3,Sports,sess_330_20240323
152,26,view,2024-03-23 20:39:00,0.2,Toys,sess_152_20240323
349,52,purchase,2024-03-23 20:49:00,1.0,Clothing,sess_349_20240323
223,971,add_to_cart,2024-03-23 21:03:00,0.7,Garden,sess_223_20240323
310,481,view,2024-03-23 21:13:00,0.2,Sports,sess_310_20240323
496,722,click,2024-03-23 21:14:00,0.4,Home,sess_496_20240323
339,734,search,2024-03-23 21:19:00,0.3,Fashion,sess_339_20240323
19,879,click,2024-03-23 21:20:00,0.4,Beauty,sess_19_20240323
237,153,add_to_cart,2024-03-23 21:22:00,0.7,Electronics,sess_237_20240323
129,492,click,2024-03-23 21:24:00,0.4,Books,sess_129_20240323
79,705,click,2024-03-23 21:46:00,0.4,Books,sess_79_20240323
334,789,add_to_cart,2024-03-23 21:54:00,0.7,Clothing,sess_334_20240323
224,251,review,2024-03-23 21:59:00,0.6,Books,sess_224_20240323
63,759,view,2024-03-23 22:08:00,0.2,Home,sess_63_20240323
111,850,add_to_cart,2024-03-23 22:54:00,0.7,Sports,sess_111_20240323
110,238,click,2024-03-23 23:24:00,0.4,Clothing,sess_110_20240323
146,275,search,2024-03-24 00:16:00,0.3,Fashion,sess_146_20240324
336,177,click,2024-03-24 00:16:00,0.4,Toys,sess_336_20240324
148,4,wishlist,2024-03-24 00:37:00,0.5,Garden,sess_148_20240324
130,615,view,2024-03-24 01:19:00,0.2,Toys,sess_130_20240324
77,611,search,2024-03-24 01:38:00,0.3,Toys,sess_77_20240324
109,628,share,2024-03-24 01:53:00,0.5,Home,sess_109_20240324
52,91,purchase,2024-03-24 01:58:00,1.0,Automotive,sess_52_20240324
259,740,share,2024-03-24 02:17:00,0.5,Electronics,sess_259_20240324
131,357,purchase,2024-03-24 02:35:00,1.0,Fashion,sess_131_20240324
289,937,review,2024-03-24 02:36:00,0.6,Sports,sess_289_20240324
350,182,view,2024-03-24 03:09:00,0.2,Clothing,sess_350_20240324
311,230,search,2024-03-24 03:16:00,0.3,Electronics,sess_311_20240324
52,363,purchase,2024-03-24 03:35:00,1.0,Beauty,sess_52_20240324
42,85,purchase,2024-03-24 03:47:00,1.0,Garden,sess_42_20240324
246,942,add_to_cart,2024-03-24 03:53:00,0.7,Garden,sess_246_20240324
258,519,review,2024-03-24 04:38:00,0.6,Sports,sess_258_20240324
72,363,share,2024-03-24 04:48:00,0.5,Electronics,sess_72_20240324
490,484,click,2024-03-24 04:54:00,0.4,Toys,sess_490_20240324
327,981,wishlist,2024-03-24 05:15:00,0.5,Electronics,sess_327_20240324
333,467,share,2024-03-24 05:17:00,0.5,Toys,sess_333_20240324
277,150,wishlist,2024-03-24 06:20:00,0.5,Sports,sess_277_20240324
234,323,click,2024-03-24 06:51:00,0.4,Home,sess_234_20240324
57,484,add_to_cart,2024-03-24 06:57:00,0.7,Clothing,sess_57_20240324
77,888,wishlist,2024-03-24 06:58:00,0.5,Clothing,sess_77_20240324
220,345,wishlist,2024-03-24 07:07:00,0.5,Sports,sess_220_20240324
390,409,add_to_cart,2024-03-24 07:19:00,0.7,Sports,sess_390_20240324
127,375,add_to_cart,2024-03-24 07:22:00,0.7,Home,sess_127_20240324
189,994,view,2024-03-24 07:23:00,0.2,Beauty,sess_189_20240324
56,87,add_to_cart,2024-03-24 07:27:00,0.7,Home,sess_56_20240324
195,27,purchase,2024-03-24 07:40:00,1.0,Clothing,sess_195_20240324
478,580,add_to_cart,2024-03-24 07:46:00,0.7,Home,sess_478_20240324
309,218,purchase,2024-03-24 07:49:00,1.0,Clothing,sess_309_20240324
475,58,click,2024-03-24 07:53:00,0.4,Sports,sess_475_20240324
344,316,share,2024-03-24 08:14:00,0.5,Automotive,sess_344_20240324
132,639,add_to_cart,2024-03-24 08:23:00,0.7,Toys,sess_132_20240324
492,517,wishlist,2024-03-24 08:24:00,0.5,Beauty,sess_492_20240324
320,932,wishlist,2024-03-24 08:41:00,0.5,Automotive,sess_320_20240324
301,587,review,2024-03-24 08:49:00,0.6,Fashion,sess_301_20240324
266,185,purchase,2024-03-24 08:49:00,1.0,Books,sess_266_20240324
467,378,search,2024-03-24 09:02:00,0.3,Beauty,sess_467_20240324
440,651,add_to_cart,2024-03-24 09:04:00,0.7,Home,sess_440_20240324
453,809,share,2024-03-24 09:05:00,0.5,Beauty,sess_453_20240324
182,10,click,2024-03-24 09:20:00,0.4,Toys,sess_182_20240324
257,200,wishlist,2024-03-24 09:29:00,0.5,Toys,sess_257_20240324
498,339,search,2024-03-24 09:29:00,0.3,Fashion,sess_498_20240324
365,336,search,2024-03-24 09:42:00,0.3,Home,sess_365_20240324
406,924,wishlist,2024-03-24 09:49:00,0.5,Books,sess_406_20240324
468,709,add_to_cart,2024-03-24 10:01:00,0.7,Electronics,sess_468_20240324
333,947,add_to_cart,2024-03-24 10:06:00,0.7,Clothing,sess_333_20240324
106,579,add_to_cart,2024-03-24 10:31:00,0.7,Electronics,sess_106_20240324
149,821,add_to_cart,2024-03-24 10:38:00,0.7,Sports,sess_149_20240324
383,279,wishlist,2024-03-24 10:42:00,0.5,Automotive,sess_383_20240324
234,86,search,2024-03-24 10:54:00,0.3,Toys,sess_234_20240324
407,501,review,2024-03-24 11:16:00,0.6,Sports,sess_407_20240324
458,282,wishlist,2024-03-24 11:42:00,0.5,Garden,sess_458_20240324
106,512,share,2024-03-24 11:59:00,0.5,Sports,sess_106_20240324
289,399,view,2024-03-24 11:59:00,0.2,Automotive,sess_289_20240324
83,683,purchase,2024-03-24 12:00:00,1.0,Garden,sess_83_20240324
220,635,review,2024-03-24 12:23:00,0.6,Automotive,sess_220_20240324
175,448,add_to_cart,2024-03-24 12:24:00,0.7,Toys,sess_175_20240324
405,43,click,2024-03-24 12:31:00,0.4,Home,sess_405_20240324
211,877,purchase,2024-03-24 12:32:00,1.0,Books,sess_211_20240324
57,993,view,2024-03-24 12:32:00,0.2,Garden,sess_57_20240324
305,904,wishlist,2024-03-24 12:57:00,0.5,Garden,sess_305_20240324
255,736,add_to_cart,2024-03-24 13:25:00,0.7,Books,sess_255_20240324
96,438,click,2024-03-24 13:44:00,0.4,Electronics,sess_96_20240324
432,197,search,2024-03-24 13:53:00,0.3,Toys,sess_432_20240324
336,38,review,2024-03-24 13:57:00,0.6,Toys,sess_336_20240324
13,943,add_to_cart,2024-03-24 14:12:00,0.7,Garden,sess_13_20240324
231,137,wishlist,2024-03-24 14:19:00,0.5,Toys,sess_231_20240324
349,950,click,2024-03-24 14:32:00,0.4,Garden,sess_349_20240324
236,983,wishlist,2024-03-24 14:53:00,0.5,Automotive,sess_236_20240324
359,265,search,2024-03-24 15:29:00,0.3,Automotive,sess_359_20240324
260,627,search,2024-03-24 15:43:00,0.3,Clothing,sess_260_20240324
169,825,search,2024-03-24 15:43:00,0.3,Garden,sess_169_20240324
184,285,add_to_cart,2024-03-24 15:50:00,0.7,Automotive,sess_184_20240324
277,965,share,2024-03-24 15:54:00,0.5,Home,sess_277_20240324
183,557,review,2024-03-24 15:54:00,0.6,Fashion,sess_183_20240324
389,437,purchase,2024-03-24 15:56:00,1.0,Beauty,sess_389_20240324
337,305,click,2024-03-24 16:09:00,0.4,Toys,sess_337_20240324
84,601,add_to_cart,2024-03-24 16:10:00,0.7,Sports,sess_84_20240324
129,961,purchase,2024-03-24 16:28:00,1.0,Garden,sess_129_20240324
107,626,click,2024-03-24 16:41:00,0.4,Books,sess_107_20240324
221,218,add_to_cart,2024-03-24 16:41:00,0.7,Toys,sess_221_20240324
481,210,add_to_cart,2024-03-24 16:41:00,0.7,Clothing,sess_481_20240324
468,362,click,2024-03-24 16:47:00,0.4,Electronics,sess_468_20240324
462,614,search,2024-03-24 16:56:00,0.3,Sports,sess_462_20240324
333,283,purchase,2024-03-24 17:13:00,1.0,Automotive,sess_333_20240324
341,34,share,2024-03-24 17:29:00,0.5,Clothing,sess_341_20240324
289,656,review,2024-03-24 17:38:00,0.6,Fashion,sess_289_20240324
1,62,review,2024-03-24 17:49:00,0.6,Fashion,sess_1_20240324
468,367,search,2024-03-24 18:01:00,0.3,Books,sess_468_20240324
52,58,wishlist,2024-03-24 18:37:00,0.5,Fashion,sess_52_20240324
268,811,view,2024-03-24 18:40:00,0.2,Toys,sess_268_20240324
43,699,share,2024-03-24 18:42:00,0.5,Beauty,sess_43_20240324
428,770,share,2024-03-24 18:48:00,0.5,Books,sess_428_20240324
337,99,add_to_cart,2024-03-24 18:51:00,0.7,Books,sess_337_20240324
336,411,add_to_cart,2024-03-24 19:18:00,0.7,Fashion,sess_336_20240324
285,533,click,2024-03-24 19:47:00,0.4,Garden,sess_285_20240324
288,642,purchase,2024-03-24 20:27:00,1.0,Automotive,sess_288_20240324
179,545,wishlist,2024-03-24 20:28:00,0.5,Garden,sess_179_20240324
1,77,search,2024-03-24 20:34:00,0.3,Beauty,sess_1_20240324
336,884,share,2024-03-24 20:50:00,0.5,Electronics,sess_336_20240324
246,297,search,2024-03-24 20:52:00,0.3,Garden,sess_246_20240324
432,194,share,2024-03-24 20:52:00,0.5,Automotive,sess_432_20240324
110,630,search,2024-03-24 20:52:00,0.3,Beauty,sess_110_20240324
167,187,add_to_cart,2024-03-24 21:40:00,0.7,Books,sess_167_20240324
195,189,share,2024-03-24 21:42:00,0.5,Beauty,sess_195_20240324
352,581,wishlist,2024-03-24 21:48:00,0.5,Books,sess_352_20240324
432,383,click,2024-03-24 21:54:00,0.4,Electronics,sess_432_20240324
489,864,purchase,2024-03-24 22:04:00,1.0,Toys,sess_489_20240324
307,925,view,2024-03-24 22:09:00,0.2,Beauty,sess_307_20240324
500,468,search,2024-03-24 22:15:00,0.3,Electronics,sess_500_20240324
459,714,review,2024-03-24 22:40:00,0.6,Toys,sess_459_20240324
439,618,view,2024-03-24 22:42:00,0.2,Fashion,sess_439_20240324
460,349,wishlist,2024-03-24 23:32:00,0.5,Electronics,sess_460_20240324
9,509,share,2024-03-25 00:05:00,0.5,Sports,sess_9_20240325
